source_path,source_file,content_path,content_size,is_dir,note,detected_ts_tokens
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Appendices/AppendixCTerminologyCrossref.pdf,1883.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Appendices/AppendixDTerminologyFramework.pdf,2330.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Appendices/AppendixEProprietaryGlossary.pdf,2919.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Appendices/AppendixMGlossary.pdf,2775.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure1VSCSystemOverview.pdf,51558.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure2LaptopInterface.pdf,84515.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure3ClinicianCustomizationScreen.pdf,253585.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure4ClinicianCustomizationSession.pdf,127008.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure5SymptomAssessment.pdf,36850.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure6BiopsychosocialIntake.pdf,137458.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure7AdaptiveLogicSummary.pdf,59783.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure8ClinicalRecommendation.pdf,146701.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure9.pdf,2074466.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure10AInFlightUse.pdf,93065.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure10BPsychEvalModule.pdf,49102.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure10ClientSelfScheduling.pdf,45804.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Figures/Figure11CBiopsychosocialAssessment.pdf,112944.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Manifest and AIA Forms/CD Archive Manifest FINAL – UPDATED.pdf,2947.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Manifest and AIA Forms/CD Tracker and Manifest FINAL with Full Justification copy.docx,5455.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Manifest and AIA Forms/USPTO CD Label - 63793005 copy.docx,4043.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/CoverSheet.pdf,2186.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/TableOfContents.pdf,2687.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section1.pdf,2824.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section2.pdf,2582.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section3.pdf,2613.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section4.pdf,2784.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section5.pdf,3039.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section6.pdf,2754.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/Section7.pdf,1953.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Patent Core Files/AIA 14 Application Data Sheet 63793005.pdf,1964.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Supplementals/Supplemental 63793005.pdf,124015.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Trade Secret Glossary/Exhibit TS-SCDE.pdf,2086.0,False,,TS-SCDE
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,USPTO Final CD Archive - 63793005/Trade Secret Glossary/Supplemental Exhibit ZZZZZ – Proprietary Logic Glossary.pdf,2798.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download Narrative: Buckyball_Bandersnatch_Logic_Archive_Narrative.docx,38105.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download DL06_IP_Authorship_Narrative.txt,2109.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download DL06_DAP_Inclusion_Confirmation.txt,1691.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download Patent_Submissions_Only.xlsx,5541.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Patent_Item_Index_Clickable_RAW_WINDOWS_PATH_MAC.xlsx,63285.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download TS_Tiered_Comorbid_Algorithms_ENHANCED_Package.zip,13098.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download Tiered_Comorbid_Algorithms_Package.zip,43623.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download Custom_Group_Session_Workbook.xlsx,6188.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Download Custom_Session_Worksheets.zip,184899.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Tier 9 – Item 10 – PAARE Logic Engine.pdf,30773.0,False,,PAARE
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/TS-PAARE-001 – Eclipse Snatch Reflex Logic.pdf,34690.0,False,,PAARE
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/TS-PAARE-001 – Eclipse Snatch Reflex Logic Engine.pdf,20690.0,False,,PAARE
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Gatekeeper_Instruction_Manual.docx,37705.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Codes_41_to_50.docx,37851.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Algorithm_Samples.docx,37676.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/TS_Manifest_Tiers_6_to_9.docx,37404.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/TS6–TS9_Manifest_and_Copyright_Companion (3).docx,37747.0,False,,TS6
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Framework_Specifier_Collapse_Bridge_Document.docx,38250.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_the_Snatch_Landing_Manifest_Root.docx,38159.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_the_Snatch_Trade_Secret_Logic_Chapter.docx,38613.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Codes_01_to_10.docx,38091.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Codes_11_to_20.docx,38072.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Codes_21_to_30.docx,37950.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,TS_DVD_Classification_Supplement/Eclipse_Tier_IX_Codes_31_to_40.docx,37945.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Specifacation 1-5 5th Patent PDF.pdf,56578.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Buckyball Group Simulation Pathways Fig1.pdf,21335.0,False,,Buckyball
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Buckyball Patent Cover Sheet.pdf,56601.0,False,,Buckyball
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /DManning Declaration.pdf,107553.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /DManning Micro Entity Status.pdf,104574.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /DManning Patent 5 Full Supplemental Packet (2).pdf,1632325.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /P5Appendix.pdf,1985816.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Patent 5 Supplemental Split Manifest.pdf,111030.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Patent 5 TS Appendix Manifest.pdf,107637.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Section 6 Claims Patent 5.pdf,38862.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,P5 Submission /Section 7- Buckyball Group Simulation Pathways Abstract.pdf,32213.0,False,,Buckyball
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP01_DL06_DAP.docx,37131.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP02_DL06_DAP.docx,37108.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP03_DL06_DAP.docx,37084.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP04_DL06_DAP.docx,37079.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP05_DL06_DAP.docx,37053.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP06_DL06_DAP.docx,37130.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP07_DL06_DAP.docx,37108.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/P2TS-DAP08_DL06_DAP.docx,37084.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Eclipse_Tier_IX_Codes_01_to_10.docx,38091.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Eclipse_Tier_IX_Codes_11_to_20.docx,38072.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Eclipse_Tier_IX_Codes_21_to_30.docx,37950.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Eclipse_Tier_IX_Codes_31_to_40.docx,37945.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Eclipse_Tier_IX_Codes_41_to_50.docx,37851.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/DSM_ASAM_Buckyball_AI_Integration_Narrative.docx,37571.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Fuller_Inspired_Therapeutic_Pod_VSC_Concept.docx,37984.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Strategic_Response_Memo_Patents_1_to_4_REBUILT.docx,38766.0,False,,
/mnt/data/Confirmed_Trade_Secrets_Bundle.zip,Confirmed_Trade_Secrets_Bundle.zip,Public_Supplemental_Staging_Patent_5/Public_Supplemental_Manifest.xlsx,5815.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,T6-001 - Inferiority Compensation Loop.pdf,25824.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,T7-002 - Problem-Saturated Story Deconstruction Loop (Narrative Therapy).pdf,25847.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,T7-004 - Cultural Counter-Narrative Mirror (Narrative Therapy).pdf,24631.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Appendix TS-A Simulated Clinical Documentation Engine.pdf,1784.0,False,,TS-A
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Appendix TS-B RAISE Engine Algorithm.pdf,2685.0,False,,TS-B
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Appendix TS-E Trade Secret Logic Index and Flow Mapping.pdf,2738.0,False,,TS-E
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Appendix TS-G – Reflexive Documentation Logic and Adaptive Note Generation.pdf,2945.0,False,,TS-G
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,DDME Source Code Discussion Record.pdf,2709.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Exhibit TS1 SCRL Logic Loop Reflex Engine.pdf,2659.0,False,,"SCRL, TS1"
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Exhibit TS2 Documentation Loop Algorithm for CBT Sessions.pdf,2666.0,False,,TS2
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Exhibit TS3 Timestamp Signature Logic for Plan Review.pdf,2373.0,False,,TS3
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Exhibit Z RAISE Acronym Reference.pdf,2171.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,RAISE_Engine_Main.py,544.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,VSC_Categorized_IP_Manifest.csv,131178.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Patent Submission Manifest First Patent Final with Appendix Z.pdf,2723.0,False,,
/mnt/data/Documentation_Engine_Trade_Secrets.zip,Documentation_Engine_Trade_Secrets.zip,Patent Submission Manifest First Patent Finalized.pdf,2747.0,False,,
